,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,characteristic
2409,829011960981237760,2017-02-07,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home,13,10,Dexter,Not Specified
2410,828770345708580865,2017-02-07,This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus,13,10,Alfie,Not Specified
2411,828708714936930305,2017-02-06,This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/10 would still pet,10,10,Fiona,Not Specified
2412,828650029636317184,2017-02-06,"Occasionally, we're sent fantastic stories. This is one of them. 14/10 for Grace",14,10,,Not Specified
2413,828409743546925057,2017-02-06,This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup!,12,10,Mutt,Not Specified
2414,828408677031882754,2017-02-06,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear,12,10,Bear,Not Specified
2415,828381636999917570,2017-02-05,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly,14,10,Doobert,Not Specified
2416,828376505180889089,2017-02-05,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well",13,10,Beebop,Not Specified
2417,828372645993398273,2017-02-05,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10,12,10,Alexander,Not Specified
2418,828361771580813312,2017-02-05,Beebop and Doobert should start a,12,10,,Not Specified
2419,828046555563323392,2017-02-05,This is Sailer. He waits on the roof for his owners to come home. Nobody knows how he gets up there. H*ckin loyal af. 13/10,13,10,Sailer,Not Specified
2420,828011680017821696,2017-02-04,Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simultaneously,11,10,Brutus,Not Specified
2421,827933404142436356,2017-02-04,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big,12,10,Kona,Not Specified
2422,827653905312006145,2017-02-03,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats,12,10,Boots,Not Specified
2423,827600520311402496,2017-02-03,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone,13,10,Tucker,Not Specified
2424,827324948884643840,2017-02-03,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face",12,10,Ralphie,Not Specified
2425,827199976799354881,2017-02-02,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie,13,10,Charlie,Not Specified
2426,826958653328592898,2017-02-02,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10,12,10,Loki,Not Specified
2427,826848821049180160,2017-02-01,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af,13,10,Cupid,Not Specified
2428,826598365270007810,2017-02-01,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life,13,10,Pawnd,Not Specified
2429,826476773533745153,2017-01-31,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10,12,10,Pilot,Not Specified
2430,826240494070030336,2017-01-31,We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10,11,10,,Not Specified
2431,826204788643753985,2017-01-30,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW",13,10,,Not Specified
2432,826115272272650244,2017-01-30,This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy,13,10,Ike,Not Specified
2433,825876512159186944,2017-01-30,This is Mo. No one will push him around in the grocery cart. He's quite pupset about it. 11/10 I volunteer,11,10,Mo,Not Specified
2434,825829644528148480,2017-01-29,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console,12,10,Toby,Not Specified
2435,825535076884762624,2017-01-29,Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvingly,14,10,,Not Specified
2436,825147591692263424,2017-01-28,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10,13,10,Sweet,Not Specified
2437,825026590719483904,2017-01-27,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL",12,10,Pablo,Not Specified
2438,824775126675836928,2017-01-27,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling,12,10,Scooter,Not Specified
2439,824663926340194305,2017-01-26,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho,13,10,Wilson,Not Specified
2440,824325613288833024,2017-01-25,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk,13,10,,Not Specified
2441,824297048279236611,2017-01-25,This is Nala. She got in trouble. One h*ck of a pupnishment. Still 11/10 would pet,11,10,Nala,Not Specified
2442,824025158776213504,2017-01-24,"""I wish we were dogs"" 14/10 for @BadlandsNPS",14,10,,Not Specified
2443,823939628516474880,2017-01-24,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable,12,10,Cash,Not Specified
2444,823699002998870016,2017-01-24,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10,12,10,Winston,Not Specified
2445,823581115634085888,2017-01-23,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat,11,10,Crawford,Not Specified
2446,823322678127919110,2017-01-23,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with,11,10,Wyatt,Not Specified
2447,822975315408461824,2017-01-22,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would dry,12,10,Albus,Not Specified
2448,822872901745569793,2017-01-21,Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10,13,10,,Not Specified
2449,822859134160621569,2017-01-21,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10,12,10,Hobbes,Not Specified
2450,822610361945911296,2017-01-21,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs... 12/10,12,10,,Not Specified
2451,822489057087389700,2017-01-20,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10,13,10,Paisley,Not Specified
2452,822462944365645825,2017-01-20,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP",14,10,Gabe,Not Specified
2453,822244816520155136,2017-01-20,We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10,11,10,,Not Specified
2454,821886076407029760,2017-01-19,This is Jimison. He was just called a good boy. 13/10,13,10,Jimison,Not Specified
2455,821765923262631936,2017-01-18,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af,13,10,Duchess,Not Specified
2456,821522889702862852,2017-01-18,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself,13,10,Harlso,Not Specified
2457,821407182352777218,2017-01-17,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance),14,10,Sundance,Not Specified
2458,821149554670182400,2017-01-17,This is Luca. He got caught howling. H*ckin embarrassed. 12/10,12,10,Luca,Not Specified
2459,821107785811234820,2017-01-16,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey,11,10,,Not Specified
2460,821044531881721856,2017-01-16,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor,12,10,Flash,Not Specified
2461,820749716845686786,2017-01-15,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution,13,10,Sunny,Not Specified
2462,820690176645140481,2017-01-15,The floofs have been released I repeat the floofs have been released. 84/70,84,70,,Not Specified
2463,820314633777061888,2017-01-14,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t.co/XQlmPTLHPl",14,10,,Not Specified
2464,820078625395449857,2017-01-14,I've never wanted to go to a camp more in my entire life. 12/10 for all on board,12,10,,Not Specified
2465,819952236453363712,2017-01-13,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K",13,10,Oliver,Not Specified
2466,819924195358416896,2017-01-13,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him,11,10,,Not Specified
2467,819711362133872643,2017-01-13,This is Howie. He just bloomed. 11/10 revolutionary af,11,10,Howie,Not Specified
2468,819588359383371776,2017-01-12,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy,13,10,Jazzy,Not Specified
2469,819347104292290561,2017-01-12,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously,12,10,Anna,Not Specified
2470,819238181065359361,2017-01-11,Some happy pupper news to share. 10/10 for everyone involved ,10,10,,Not Specified
2471,819227688460238848,2017-01-11,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to,12,10,Finn,Not Specified
2472,819006400881917954,2017-01-11,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet,14,10,Sunny,Not Specified
2473,819004803107983360,2017-01-11,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet,14,10,Bo,Not Specified
2474,818627210458333184,2017-01-10,Meet Wafer. He represents every fiber of my being. 13/10 very good dog,13,10,Wafer,Not Specified
2475,818614493328580609,2017-01-10,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly,12,10,Bear,Not Specified
2476,818536468981415936,2017-01-09,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/10 would push,11,10,Tom,Not Specified
2477,818259473185828864,2017-01-09,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10,12,10,Florence,Not Specified
2478,818145370475810820,2017-01-08,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10,11,10,Autumn,Not Specified
2479,817908911860748288,2017-01-08,Looks like he went cross-eyed trying way too hard to use the force. 12/10 ,12,10,,Not Specified
2480,817827839487737858,2017-01-07,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt),13,10,Buddy,Not Specified
2481,817777686764523521,2017-01-07,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo)",13,10,Dido,Not Specified
2482,817536400337801217,2017-01-07,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/10 would pet at same time",12,10,Eugene,Not Specified
2483,817423860136083457,2017-01-06,This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba),13,10,Ken,Not Specified
2484,817415592588222464,2017-01-06,"Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel

https://t.co/3uxgLz8d0l",11,10,Strudel,Not Specified
2485,817171292965273600,2017-01-06,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy,13,10,Tebow,Not Specified
2486,817120970343411712,2017-01-05,Name a more iconic quartet... I'll wait. 13/10 for all,13,10,,Not Specified
2487,817056546584727552,2017-01-05,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10,11,10,Chloe,Not Specified
2488,816816676327063552,2017-01-05,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber,12,10,Timber,Not Specified
2489,816697700272001025,2017-01-04,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well,12,10,Binky,Not Specified
2490,816450570814898180,2017-01-04,Meet Moose. He doesn't want his friend to go back to college. 13/10 looks like you're staying home John,13,10,Moose,Not Specified
2491,816336735214911488,2017-01-03,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet,11,10,Dudley,Not Specified
2492,816091915477250048,2017-01-03,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well,12,10,Comet,Not Specified
2493,815990720817401858,2017-01-02,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://t.co/r4W111FzAq",11,10,Jack,Not Specified
2494,815966073409433600,2017-01-02,Here's a pupper with squeaky hiccups. Please enjoy. 13/10,13,10,,Not Specified
2495,815736392542261248,2017-01-02,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday,11,10,Akumi,Not Specified
2496,815639385530101762,2017-01-01,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm,12,10,Titan,Not Specified
2497,815390420867969024,2017-01-01,Happy New Year from the squad! 13/10 for all,13,10,,Not Specified
2498,814986499976527872,2016-12-31,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho,11,10,Cooper,Not Specified
2499,814638523311648768,2016-12-30,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop,12,10,Olivia,Not Specified
2500,814530161257443328,2016-12-29,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well,12,10,Alf,Not Specified
2501,814153002265309185,2016-12-28,This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning,12,10,Oshie,Not Specified
2502,813910438903693312,2016-12-28,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist,11,10,Chubbs,Not Specified
2503,813812741911748608,2016-12-27,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was Carrie Fisher. 14/10 RIP",14,10,Gary,Not Specified
2504,813800681631023104,2016-12-27,This is Sky. She's learning how to roll her R's. 12/10 cultured af,12,10,Sky,Not Specified
2505,813217897535406080,2016-12-26,Here is Atlas. He went all out this year. 13/10 downright magical af,13,10,Atlas,Not Specified
2506,813202720496779264,2016-12-26,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10,11,10,,Not Specified
2507,813187593374461952,2016-12-26,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10,13,10,,Not Specified
2508,813172488309972993,2016-12-26,This is Eleanor. She winks like she knows many things that you don't. 12/10,12,10,Eleanor,Not Specified
2509,813157409116065792,2016-12-25,This is Layla. It is her first Christmas. She got to be one of the presents. 12/10 I wish my presents would bark,12,10,Layla,Not Specified
2510,813142292504645637,2016-12-25,Everybody stop what you're doing and look at this dog with her tiny Santa hat. 13/10,13,10,,Not Specified
2511,813127251579564032,2016-12-25,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup,11,10,,Not Specified
2512,813112105746448384,2016-12-25,Meet Toby. He's pupset because his hat isn't big enough. Christmas is ruined. 12/10 it'll be ok Toby,12,10,Toby,Not Specified
2513,813096984823349248,2016-12-25,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him,11,10,Rocky,Not Specified
2514,813081950185472002,2016-12-25,This is Baron. He's officially festive as h*ck. Thinks it's just a fancy scarf. 11/10 would pat head approvingly,11,10,Baron,Not Specified
2515,813066809284972545,2016-12-25,This is Tyr. He is disgusted by holiday traffic. Just trying to get to Christmas brunch on time. 12/10 hurry up pup,12,10,Tyr,Not Specified
2516,813051746834595840,2016-12-25,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy,13,10,Bauer,Not Specified
2517,812781120811126785,2016-12-24,This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today. 10/10,10,10,Swagger,Not Specified
2518,812709060537683968,2016-12-24,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af,12,10,Brandi,Not Specified
2519,812503143955202048,2016-12-24,"I'm happy to inform you all that Jake is in excellent hands. 13/10 for him and his new family 
https://t.co/LRCTJpnCnS",13,10,,Not Specified
2520,812466873996607488,2016-12-24,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable,12,10,Mary,Not Specified
2521,812372279581671427,2016-12-23,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af,13,10,Moe,Not Specified
2522,811985624773361665,2016-12-22,Say hello to Ted. He accidentally opened the front facing camera. 11/10 h*ckin unpupared,11,10,Ted,Not Specified
2523,811744202451197953,2016-12-22,This is Halo. She likes watermelon. 13/10,13,10,Halo,Not Specified
2524,811627233043480576,2016-12-21,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet,10,10,Augie,Not Specified
2525,811386762094317568,2016-12-21,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him,11,10,Craig,Not Specified
2526,810984652412424192,2016-12-19,"Meet Sam. She smiles 24/7 &amp; secretly aspires to be a reindeer. 
Keep Sam smiling by clicking and sharing this link:
https://t.co/98tB8y7y7t",24,7,Sam,Not Specified
2527,810896069567610880,2016-12-19,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine",11,10,Hunter,Not Specified
2528,810657578271330305,2016-12-19,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue,11,10,Pavlov,Not Specified
2529,810284430598270976,2016-12-18,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil,13,10,Phil,Not Specified
2530,810254108431155201,2016-12-17,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet",12,10,Gus,Not Specified
2531,809920764300447744,2016-12-17,"Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console",10,10,,Not Specified
2532,809448704142938112,2016-12-15,"I call this one ""A Blep by the Sea"" 12/10",12,10,,Not Specified
2533,809220051211603969,2016-12-15,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately,12,10,Kyro,Not Specified
2534,809084759137812480,2016-12-14,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed",11,10,Wallace,Not Specified
2535,808838249661788160,2016-12-14,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible,13,10,Ito,Not Specified
2536,808733504066486276,2016-12-13,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue,12,10,,Not Specified
2537,808501579447930884,2016-12-13,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10,12,10,Koda,Not Specified
2538,808344865868283904,2016-12-12,This is Seamus. He's very bad at entering pools. Still a very good boy tho 11/10,11,10,Seamus,Not Specified
2539,808106460588765185,2016-12-12,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time,12,10,,Not Specified
2540,808001312164028416,2016-12-11,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester,12,10,Cooper,Not Specified
2541,807621403335917568,2016-12-10,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie,14,10,Ollie,Not Specified
2542,807106840509214720,2016-12-09,This is Stephan. He just wants to help. 13/10 such a good boy,13,10,Stephan,Not Specified
2543,807010152071229440,2016-12-08,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop,12,10,Lennon,Not Specified
2544,806629075125202948,2016-12-07,"""Good afternoon class today we're going to learn what makes a good boy so good"" 13/10",13,10,,Not Specified
2545,806576416489959424,2016-12-07,Hooman catch successful. Massive hit by dog. Fumble ensued. Possession to dog. 13/10,13,10,,Not Specified
2546,806542213899489280,2016-12-07,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af,11,10,Waffles,Not Specified
2547,806219024703037440,2016-12-06,We only rate dogs. Please stop sending in non-canines like this Freudian Poof Lion. This is incredibly frustrating... 11/10,11,10,,Not Specified
2548,805932879469572096,2016-12-06,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented. 12/10,12,10,Major,Not Specified
2549,805826884734976000,2016-12-05,This is Duke. He is not a fan of the pupporazzi. 12/10,12,10,Duke,Not Specified
2550,805520635690676224,2016-12-04,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke,13,10,Zeke,Not Specified
2551,805487436403003392,2016-12-04,"Meet Sansa and Gary. They run along the fence together everyday, so the owners installed a window for them. Both 12/10 h*ckin romantic af",12,10,Sansa,Not Specified
2552,805207613751304193,2016-12-04,This is Shooter. He's doing quite the snowy zoom. 12/10,12,10,Shooter,Not Specified
2553,804738756058218496,2016-12-02,This is Django. He accidentally opened the front facing camera. Did him quite the frighten. 12/10,12,10,Django,Not Specified
2554,804475857670639616,2016-12-02,HE'S TRYING TO BE HIS OWN PERSON LET HIM GO 13/10,13,10,,Not Specified
2555,804026241225523202,2016-11-30,This is Bo. He's going to make me cry. 13/10 please get off the bus for him Carly,13,10,Bo,Not Specified
2556,803773340896923648,2016-11-30,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry,12,10,Diogi,Not Specified
2557,803638050916102144,2016-11-29,Pupper hath acquire enemy. 13/10,13,10,,Not Specified
2558,803380650405482500,2016-11-28,Meet Sonny. He's an in-home movie critic. That is his collection. He's very proud of it. 12/10,12,10,Sonny,Not Specified
2559,803276597545603072,2016-11-28,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck,11,10,Winston,Not Specified
2560,802952499103731712,2016-11-27,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist,12,10,Marley,Not Specified
2561,802600418706604034,2016-11-26,This is Bailey. She has mastered the head tilt. 11/10 rather h*ckin adorable,11,10,Bailey,Not Specified
2562,802572683846291456,2016-11-26,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution,12,10,Winnie,Not Specified
2563,802323869084381190,2016-11-26,This is Severus. He's here to fix your cable. Looks like he succeeded. Even offered to pupgrade your plan. 13/10 h*ckin helpful,13,10,Severus,Not Specified
2564,802265048156610565,2016-11-25,"Like doggo, like pupper version 2. Both 11/10",11,10,,Not Specified
2565,802239329049477120,2016-11-25,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo,12,10,Loki,Not Specified
2566,801958328846974976,2016-11-25,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly,12,10,Ronnie,Not Specified
2567,801538201127157760,2016-11-23,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace,12,10,Wallace,Not Specified
2568,801285448605831168,2016-11-23,oh h*ck 10/10,10,10,,Not Specified
2569,801167903437357056,2016-11-22,This is Milo. I would do terrible things for Milo. 13/10,13,10,Milo,Not Specified
2570,801115127852503040,2016-11-22,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine,12,10,Bones,Not Specified
2571,800751577355128832,2016-11-21,Say hello to Mauve and Murphy. They're rather h*ckin filthy. Preferred nap over bath. Both 12/10,12,10,Mauve,Not Specified
2572,800513324630806528,2016-11-21,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10,11,10,Chef,Not Specified
2573,800459316964663297,2016-11-20,Here's a very sleepy pupper. Appears to be portable as h*ck. 12/10 would snug intensely,12,10,,Not Specified
2574,800388270626521089,2016-11-20,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer,12,10,Doc,floofer
2575,800141422401830912,2016-11-20,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10,13,10,Peaches,Not Specified
2576,800018252395122689,2016-11-19,Here's a doggo doin a struggle. 11/10 much determined,11,10,,Not Specified
2577,799757965289017345,2016-11-18,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back,13,10,Sobe,Not Specified
2578,799422933579902976,2016-11-18,This is Longfellow (prolly sophisticated). He's a North Appalachian Oatzenjammer. Concerned about wrinkled feets. 12/10 would hug softly,12,10,Longfellow,Not Specified
2579,799297110730567681,2016-11-17,This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still 11/10 would pet,11,10,Jeffrey,Not Specified
2580,799063482566066176,2016-11-17,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish,11,10,Mister,Not Specified
2581,798933969379225600,2016-11-16,This is Iroh. He's in a predicament. 12/10 someone help him,12,10,Iroh,Not Specified
2582,798925684722855936,2016-11-16,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow,11,10,Shadow,Not Specified
2583,798209839306514432,2016-11-14,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10,13,10,Cooper,Not Specified
2584,797971864723324932,2016-11-14,Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af,12,10,,Not Specified
2585,797545162159308800,2016-11-12,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately,12,10,Cassie,Not Specified
2586,797236660651966464,2016-11-12,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser,12,10,Pancake,Not Specified
2587,796865951799083009,2016-11-11,This is Tyr. He's just checking on you. Nifty af tongue slip. 12/10 would absolutely pet,12,10,Tyr,Not Specified
2588,796759840936919040,2016-11-10,Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up,11,10,Romeo,Not Specified
2589,796484825502875648,2016-11-09,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere,12,10,,Not Specified
2590,796387464403357696,2016-11-09,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well,12,10,Snicku,Not Specified
2591,796149749086875649,2016-11-09,This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby,11,10,Ruby,Not Specified
2592,796125600683540480,2016-11-08,#ImWithThor 13/10,13,10,,Not Specified
2593,796116448414461957,2016-11-08,I didn't believe it at first but now I can see that voter fraud is a serious h*ckin issue. 11/10,11,10,,Not Specified
2594,796080075804475393,2016-11-08,This is Yogi. He's 98% floof. Snuggable af. 12/10,12,10,Yogi,Not Specified
2595,796031486298386433,2016-11-08,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful,13,10,Daisy,Not Specified
2596,795464331001561088,2016-11-07,Elder doggo does a splash. Both 13/10 incredible stuff,13,10,,Not Specified
2597,795400264262053889,2016-11-06,This is Brody. He's trying to make the same face as the football. 12/10,12,10,Brody,Not Specified
2598,795076730285391872,2016-11-06,This is Bailey. She loves going down slides but is very bad at it. Still 11/10,11,10,Bailey,Not Specified
2599,794926597468000259,2016-11-05,This is Mack. He's rather h*ckin sleepy. Exceptional ears. 12/10 would boop,12,10,Mack,Not Specified
2600,794332329137291264,2016-11-04,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy,12,10,Nimbus,Not Specified
2601,794205286408003585,2016-11-03,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af,14,10,Laika,Not Specified
2602,793962221541933056,2016-11-02,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly,12,10,Maximus,Not Specified
2603,793845145112371200,2016-11-02,This is Clark. He was just caught wearing pants. 13/10 game-changing af,13,10,Clark,Not Specified
